request_id,timestamp,year,month,day,service_name,endpoint,http_method,status_code,response_time_ms,user_id_raw,user_id_hash,client_ip,aws_region,device_type,bytes_sent,error_message
2793a920-9535-4d16-afe6-85f6c8c05961,2026-07-25T09:10:31.000Z,2026,07,25,order-service,/api/v1/orders/history,GET,200,77.35,user_01362,b867ebb2a677cba9,192.168.10.152,us-east-1,desktop_windows,6839,
88f11b19-f082-4f7f-9571-a01f8a6edd0a,2026-07-25T02:31:11.000Z,2026,07,25,catalog-service,/api/v1/products/search,GET,200,25.11,user_01011,0c824076eb644f95,192.168.14.220,ap-southeast-1,desktop_windows,3764,
18fbf85c-7005-4008-8e34-7d07c5abd4cb,2026-07-25T13:24:18.000Z,2026,07,25,auth-service,/api/v1/auth/token,POST,200,47.84,user_01472,ca2ae401ef7cd146,192.168.6.2,ap-southeast-1,desktop_windows,2539,
4c39aa26-b6aa-4219-91b9-4dd48f05d654,2026-07-25T00:53:19.000Z,2026,07,25,auth-service,/api/v1/auth/login,GET,200,43.04,user_01210,3b555baa9d65fb82,192.168.11.73,us-west-2,desktop_windows,6585,
f3f45290-2642-4731-be07-5d866621dd83,2026-07-25T22:36:40.000Z,2026,07,25,auth-service,/api/v1/auth/logout,GET,200,39.43,user_01025,8ee74d3c2936f1d1,192.168.5.92,us-east-1,desktop_mac,2825,
f30f16f0-d9db-4334-876f-82ce3ad2b204,2026-07-25T09:05:43.000Z,2026,07,25,auth-service,/api/v1/auth/login,POST,200,25.83,user_01259,d56cd4871484e7b1,192.168.3.68,eu-west-2,desktop_mac,4402,
9031a1ea-3346-4b9b-ba99-d1481c860246,2026-07-25T22:22:19.000Z,2026,07,25,catalog-service,/api/v1/categories/list,GET,200,24.41,user_01079,47138f65efe4f37c,192.168.6.216,eu-west-1,mobile_android,1098,
aa71693b-917e-4ba0-819c-863242ced117,2026-07-25T04:41:04.000Z,2026,07,25,order-service,/api/v1/orders/history,POST,200,72.67,user_01282,18de013ae84e7701,192.168.13.41,ap-southeast-1,mobile_android,5022,
9e9583a4-7365-474c-a6a4-e4be11cd61ae,2026-07-25T19:31:08.000Z,2026,07,25,order-service,/api/v1/orders/status,DELETE,200,64.98,user_01355,3b08e4617b08fbf8,192.168.18.225,us-west-2,tablet,629,
e85c4d7d-a0de-459c-b12a-a4a032197555,2026-07-25T01:33:52.000Z,2026,07,25,cart-service,/api/v1/cart/checkout,POST,200,44.73,user_01394,f9212da67af5df2f,192.168.10.194,us-east-1,tablet,4427,
137ad617-1e33-4766-985c-6eb40bc6494c,2026-07-25T11:54:19.000Z,2026,07,25,catalog-service,/api/v1/products/search,POST,200,15.62,user_01038,d935da77ceb25f98,192.168.1.27,us-west-2,desktop_mac,5218,
9295ed19-db1a-444d-a768-6c6c131eb9bf,2026-07-25T18:34:20.000Z,2026,07,25,payment-gateway,/api/v1/payment/verify,POST,200,142.8,user_01057,a0b58a6eb10643eb,192.168.9.85,us-west-2,desktop_mac,7463,
9ab38d9a-9bc2-4ac2-a6fe-9bd98b2e9bec,2026-07-25T17:58:22.000Z,2026,07,25,cart-service,/api/v1/cart/checkout,GET,200,73.16,user_01241,62f7c13d90491464,192.168.9.173,eu-west-2,mobile_android,8105,
d15c6630-add6-4bfb-a373-815da396d284,2026-07-25T05:01:56.000Z,2026,07,25,catalog-service,/api/v1/categories/list,POST,200,21.31,user_01229,1626d5c2696017d6,192.168.6.242,eu-west-1,mobile_android,1217,
7302eb41-2a9e-496a-aa05-ccbf9551277e,2026-07-25T19:17:10.000Z,2026,07,25,catalog-service,/api/v1/products/search,GET,200,23.65,user_01296,0bec2cc42ff9f09b,192.168.10.65,us-east-1,mobile_android,4567,
2d21ab6a-70e9-49aa-ba59-a4c7684934e1,2026-07-25T17:47:42.000Z,2026,07,25,cart-service,/api/v1/cart/view,GET,200,42.93,user_01201,e3d003e6be4babb9,192.168.7.191,ap-southeast-1,desktop_mac,4601,
db9c60c5-3679-4b1a-9638-8a97288539b6,2026-07-25T18:33:51.000Z,2026,07,25,cart-service,/api/v1/cart/checkout,GET,200,71.58,user_01384,d92020ead0df4e8f,192.168.2.218,eu-west-1,mobile_android,1976,
5f540e32-dcad-4945-ba87-f7cb6d0b42b9,2026-07-25T14:55:33.000Z,2026,07,25,cart-service,/api/v1/cart/checkout,POST,200,28.4,user_01174,0f160dfe6e531e66,192.168.15.184,eu-west-1,mobile_ios,2520,
9bc6fa67-1c6c-425c-bbb3-33432f364b41,2026-07-25T12:57:31.000Z,2026,07,25,auth-service,/api/v1/auth/login,PUT,200,43.01,user_01068,2f4a4475477dadb4,192.168.14.156,us-west-2,desktop_mac,4490,
a497273d-30c8-46ad-a582-ba8d43519523,2026-07-25T08:06:24.000Z,2026,07,25,cart-service,/api/v1/cart/view,POST,200,70.26,user_01336,958531259c549456,192.168.10.135,eu-west-1,desktop_windows,6164,
8f60536c-a724-4213-ab37-fb3c5cd7b119,2026-07-25T21:51:09.000Z,2026,07,25,order-service,/api/v1/orders/history,PUT,200,73.92,user_01008,54c7016229999626,192.168.12.246,us-east-1,tablet,5854,
e04690e1-d3a8-4f08-a379-c55ac0916838,2026-07-25T20:43:24.000Z,2026,07,25,catalog-service,/api/v1/categories/list,GET,200,32.44,user_01105,2b91813f37ec218e,192.168.12.152,eu-west-2,tablet,2689,
9082d95d-f439-4411-80af-dd359321fad8,2026-07-25T23:07:46.000Z,2026,07,25,order-service,/api/v1/orders/history,GET,200,83.53,user_01072,c1cf4ed3267d31d1,192.168.12.243,us-east-1,tablet,1421,
077c43ef-2b11-4b09-88d9-c80f072e1c0b,2026-07-25T23:30:46.000Z,2026,07,25,order-service,/api/v1/orders/status,GET,200,61.11,user_01103,8e1109cde6f7a53c,192.168.19.117,ap-southeast-1,mobile_ios,7262,
7572608f-fb78-4cf1-b83a-52a5896d0840,2026-07-25T06:22:47.000Z,2026,07,25,order-service,/api/v1/orders/create,GET,200,108.56,user_01256,0f5668dc310c924f,192.168.14.173,ap-southeast-1,desktop_mac,7113,
591a2783-848e-4c6b-a4d7-43b969fa3bdc,2026-07-25T20:24:40.000Z,2026,07,25,auth-service,/api/v1/auth/logout,POST,200,51.04,user_01305,47c44e2660ecfa02,192.168.11.240,eu-west-2,desktop_mac,7483,
3f12aad1-4cc6-44c8-bb3e-0efa3b6d1cbb,2026-07-25T23:51:27.000Z,2026,07,25,payment-gateway,/api/v1/payment/verify,POST,200,187.39,user_01305,47c44e2660ecfa02,192.168.17.147,eu-west-1,mobile_ios,1216,
e5582d4b-7d8e-478f-be03-9490d9ea12a2,2026-07-25T03:58:00.000Z,2026,07,25,auth-service,/api/v1/auth/logout,POST,200,35.47,user_01499,131e9288b6b0990f,192.168.18.152,us-west-2,desktop_windows,1717,
d9390ba0-bcca-4c5e-879d-a1df34def66c,2026-07-25T11:07:04.000Z,2026,07,25,catalog-service,/api/v1/categories/list,GET,200,29.57,user_01207,72d7b6e79e52ebf1,192.168.7.36,eu-west-1,desktop_windows,3829,
bf5e2e63-70c1-4fdb-88a8-f1a3eee595b0,2026-07-25T18:34:52.000Z,2026,07,25,auth-service,/api/v1/auth/token,GET,200,37.9,user_01167,c77558a96f207e2c,192.168.8.145,eu-west-2,tablet,2364,
d22e1c01-7520-4ca9-b814-9fbab785ebb7,2026-07-25T11:08:45.000Z,2026,07,25,auth-service,/api/v1/auth/token,POST,200,45.38,user_01478,574b3f7ce3efa973,192.168.2.236,ap-southeast-1,mobile_ios,1571,
e78f9c3a-8248-4b39-925f-7d2eef80ef6c,2026-07-25T21:42:24.000Z,2026,07,25,cart-service,/api/v1/cart/view,GET,200,61.75,user_01073,da9c13bc6112cafc,192.168.11.250,ap-southeast-1,desktop_mac,4650,
ec9497da-099e-4646-881f-5f8da9316f13,2026-07-25T23:19:03.000Z,2026,07,25,order-service,/api/v1/orders/status,POST,200,112.87,user_01061,fcd57e183d6383b5,192.168.19.8,us-east-1,desktop_mac,913,
41f314d0-4a0f-47ce-aae7-6e5475b521f5,2026-07-25T03:22:58.000Z,2026,07,25,catalog-service,/api/v1/categories/list,GET,200,18.76,user_01356,624c0fe334f343ec,192.168.13.180,us-east-1,tablet,5346,
b886386a-0172-4f48-bbd1-6c93bd46a319,2026-07-25T08:18:37.000Z,2026,07,25,payment-gateway,/api/v1/payment/verify,PUT,200,158.03,user_01184,c8be51ecfb0a2fc6,192.168.16.217,eu-west-1,desktop_mac,858,
2ca3e2d4-f868-431a-be43-8e3c5b0d7449,2026-07-25T10:09:10.000Z,2026,07,25,order-service,/api/v1/orders/history,GET,200,134.76,user_01438,49795224c1b1587d,192.168.15.24,ap-southeast-1,tablet,8398,
5122eabd-4b78-49fc-8e0a-ab17ae9a5032,2026-07-25T23:20:27.000Z,2026,07,25,auth-service,/api/v1/auth/logout,GET,200,61.13,user_01286,e03ee1a0626d6445,192.168.10.23,eu-west-2,desktop_mac,7888,
