request_id,timestamp,year,month,day,service_name,endpoint,http_method,status_code,response_time_ms,user_id_raw,user_id_hash,client_ip,aws_region,device_type,bytes_sent,error_message
cd5795b9-fbe7-46e1-ba33-e9730ffeaac5,2026-07-27T04:54:58.000Z,2026,07,27,auth-service,/api/v1/auth/token,GET,200,12.15,user_01279,c04385f94edfa43c,192.168.17.48,eu-west-1,tablet,7390,
e6dd8b06-9572-44ae-a7c2-6be9d39b8116,2026-07-27T05:48:59.000Z,2026,07,27,cart-service,/api/v1/cart/view,GET,200,45.36,user_01320,b88325c142e278f3,192.168.10.55,eu-west-2,desktop_windows,5330,
0cdc4507-2a50-4283-9c92-c2b9dbd8d270,2026-07-27T22:25:26.000Z,2026,07,27,order-service,/api/v1/orders/create,DELETE,200,34.96,user_01489,9682c7a49cd79d45,192.168.7.168,ap-southeast-1,desktop_windows,6526,
4322daa9-a537-449d-bb29-0419af07ff52,2026-07-27T23:51:06.000Z,2026,07,27,cart-service,/api/v1/cart/view,GET,200,30.98,user_01386,593ab11814a74a72,192.168.4.128,us-west-2,desktop_windows,5764,
06e269a0-1849-4c44-bdd1-9662fca2eff7,2026-07-27T05:46:55.000Z,2026,07,27,catalog-service,/api/v1/products/detail,POST,200,22.72,user_01373,b528b1651021da1e,192.168.8.78,eu-west-2,mobile_android,4525,
14249d33-f0d8-4ce7-b42b-f9a0f35475e2,2026-07-27T22:51:47.000Z,2026,07,27,auth-service,/api/v1/auth/login,PUT,500,2454.08,user_01336,958531259c549456,192.168.17.19,ap-southeast-1,desktop_windows,5686,InternalServerError: Database Connection Pool Exhausted
43a7f908-cb34-4f07-a335-ebe91d5abaa5,2026-07-27T04:41:43.000Z,2026,07,27,cart-service,/api/v1/cart/add,GET,200,42.46,user_01130,22af04254210ea95,192.168.6.155,ap-southeast-1,tablet,5238,
bb0eb176-563e-4e7c-8a5d-0a53a9bcdd85,2026-07-27T18:14:37.000Z,2026,07,27,order-service,/api/v1/orders/history,PUT,403,11.25,user_01191,ac2e4df891473bde,192.168.3.113,eu-west-2,mobile_ios,1725,Tenant IP Blocklisted
d0f1618f-d39c-4ed8-98fe-2e13d33474e5,2026-07-27T00:56:58.000Z,2026,07,27,order-service,/api/v1/orders/create,GET,200,79.32,user_01204,b0e4843480c42372,192.168.6.44,ap-southeast-1,mobile_ios,1526,
82d92bf1-8aaa-4e47-833d-f89acdd5938f,2026-07-27T18:00:38.000Z,2026,07,27,payment-gateway,/api/v1/payment/refund,DELETE,200,246.37,user_01261,c0fd4387ed4a7f68,192.168.16.225,us-west-2,tablet,1590,
36888c5e-fc2a-4b60-9755-8e74aec3c273,2026-07-27T17:03:08.000Z,2026,07,27,auth-service,/api/v1/auth/logout,POST,200,36.21,user_01051,7fb01d0a414b6bf5,192.168.9.151,us-east-1,tablet,3720,
c5d07af5-f241-4c6a-bf3c-a3587834deac,2026-07-27T18:07:00.000Z,2026,07,27,auth-service,/api/v1/auth/logout,GET,200,32.06,user_01183,f878c77d924c08c8,192.168.11.248,eu-west-2,mobile_ios,878,
2817acac-2124-467d-8670-b0c3b6d10141,2026-07-27T15:24:39.000Z,2026,07,27,auth-service,/api/v1/auth/logout,POST,200,35.33,user_01047,e7f91502d402e0d1,192.168.14.4,ap-southeast-1,desktop_windows,732,
0754fc2c-1fd2-429b-8467-e8a0eebb147f,2026-07-27T16:50:49.000Z,2026,07,27,payment-gateway,/api/v1/payment/refund,GET,500,3223.1,user_01151,b6b5052bc0a47203,192.168.14.211,ap-southeast-1,mobile_ios,4874,NullPointer in PaymentWorker
3ff00aae-f7f3-4584-947a-990e083606e3,2026-07-27T10:02:05.000Z,2026,07,27,catalog-service,/api/v1/categories/list,GET,200,21.13,user_01357,8edc3d6b374f58c1,192.168.11.206,us-east-1,mobile_android,4383,
04298307-eebd-4baf-afe6-9cae08c161b4,2026-07-27T11:56:36.000Z,2026,07,27,cart-service,/api/v1/cart/view,GET,401,16.4,user_01056,af3fa8b0321b3c10,192.168.16.221,us-west-2,desktop_mac,5659,Unauthorized: Expired JWT Token
d89fe617-52aa-4293-99f6-45dc1e16c7b5,2026-07-27T20:12:46.000Z,2026,07,27,order-service,/api/v1/orders/create,GET,200,111.84,user_01184,c8be51ecfb0a2fc6,192.168.12.83,us-west-2,mobile_ios,6206,
1f7aa32b-216e-4ff9-9796-1b587e018d00,2026-07-27T03:15:57.000Z,2026,07,27,order-service,/api/v1/orders/status,GET,200,155.69,user_01352,821981244f4eadda,192.168.10.3,ap-southeast-1,mobile_android,564,
9306b665-90b0-49eb-871f-73c53394129b,2026-07-27T11:20:10.000Z,2026,07,27,cart-service,/api/v1/cart/view,GET,200,34.54,user_01121,bdbabf2cc49c1501,192.168.14.98,us-west-2,mobile_android,5751,
00273cbf-ed1d-46c5-88bf-d2c15c307f11,2026-07-27T01:33:13.000Z,2026,07,27,auth-service,/api/v1/auth/logout,GET,200,28.83,user_01132,68bf789ca0daae49,192.168.5.94,eu-west-1,desktop_windows,8316,
276e2e4a-ae46-4011-a432-6c81e3563768,2026-07-27T07:03:56.000Z,2026,07,27,cart-service,/api/v1/cart/view,POST,200,61.61,user_01141,11b0ad11ed8338c4,192.168.14.31,us-west-2,desktop_windows,4370,
b1eddc7b-8e8a-4fdf-b75d-d6b3a5603786,2026-07-27T03:29:58.000Z,2026,07,27,cart-service,/api/v1/cart/view,GET,200,48.41,user_01266,89b7898c75b9e0d1,192.168.1.56,us-west-2,mobile_android,6828,
2cdabfb4-1fe8-4e01-bad0-3c619645727f,2026-07-27T23:29:42.000Z,2026,07,27,catalog-service,/api/v1/categories/list,GET,200,30.88,user_01429,748eb5548f0c0227,192.168.1.231,ap-southeast-1,desktop_mac,3072,
